PEP00PI8820,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-417B SAMPLE COOL,Effecting Of Contract,0.0000004,40,12/6/2019 8:00:00 AM,12/12/2019 5:00:00 PM,,,,,,
PEP00PI8840,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-417B SAMPLE COOL,"Engineering , Manufacturing & Delivery",0.0000037,370,12/13/2019 8:00:00 AM,1/31/2020 5:00:00 PM,,,,,,
PEP00PI8800,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-417B SAMPLE COOL,P.O,0.0000003,30,11/29/2019 8:00:00 AM,12/5/2019 5:00:00 PM,,,,,,
PEP00PI6940,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-409B PAINT,Issue Of Requisition For Inquiry,0.00000423,423,11/15/2019 8:00:00 AM,11/21/2019 5:00:00 PM,,,,,,
PEP00PI6960,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-409B PAINT,Bid Received,0.00000423,423,11/22/2019 8:00:00 AM,11/28/2019 5:00:00 PM,,,,,,
PEP00PI6980,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-409B PAINT,Bid Evaluation & TQ,0,0,12/13/2019 8:00:00 AM,12/19/2019 5:00:00 PM,,,,,,
PEP00PI7000,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-409B PAINT,TBA,0.00000282,282,12/20/2019 8:00:00 AM,12/26/2019 5:00:00 PM,,,,,,
PEP00PI7120,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-409B PAINT,Vendor Doc. Checking,0,0,1/14/2020 8:00:00 AM,1/27/2020 5:00:00 PM,,,,,,
PEP00PI7020,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-409B PAINT,Vendor Selection,0.00000141,141,12/27/2019 8:00:00 AM,12/30/2019 5:00:00 PM,,,,,,
PEP00PI7060,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-409B PAINT,Effecting Of Contract,0.00001128,1128,1/7/2020 8:00:00 AM,1/13/2020 5:00:00 PM,,,,,,
PEP00PI7080,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-409B PAINT,"Engineering , Manufacturing & Delivery",0.00010857,10857,1/14/2020 8:00:00 AM,2/24/2020 3:00:00 PM,,,,,,
PEP00PI7040,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-409B PAINT,P.O,0.00000846,846,12/31/2019 8:00:00 AM,1/6/2020 5:00:00 PM,,,,,,
PEP00PI3860,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-414A EXPANSION,Issue Of Requisition For Inquiry,0.00000705,705,10/22/2018 8:00:00 AM,10/24/2018 5:00:00 PM,,,,,,
PEP00PI3880,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-414A EXPANSION,Bid Received,0.00000705,705,10/25/2018 8:00:00 AM,10/31/2018 5:00:00 PM,,,,,,
PEP00PI3900,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-414A EXPANSION,Bid Evaluation & TQ,0,0,11/15/2018 8:00:00 AM,11/28/2018 5:00:00 PM,,,,,,
PEP00PI3920,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-414A EXPANSION,TBA,0.0000047,470,11/29/2018 8:00:00 AM,12/5/2018 5:00:00 PM,,,,,,
PEP00PI4040,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-414A EXPANSION,Vendor Doc. Checking,0,0,12/24/2018 8:00:00 AM,1/4/2019 5:00:00 PM,,,,,,
PEP00PI3940,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-414A EXPANSION,Vendor Selection,0.00000235,235,12/6/2018 8:00:00 AM,12/7/2018 5:00:00 PM,,,,,,
PEP00PI3980,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-414A EXPANSION,Effecting Of Contract,0.0000188,1880,12/17/2018 8:00:00 AM,12/21/2018 5:00:00 PM,,,,,,
PEP00PI4000,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-414A EXPANSION,"Engineering , Manufacturing & Delivery",0.00018095,18095,12/24/2018 8:00:00 AM,3/8/2019 5:00:00 PM,,,,,,
PEP00PI3960,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-414A EXPANSION,P.O,0.0000141,1410,12/10/2018 8:00:00 AM,12/14/2018 5:00:00 PM,,,,,,
PEP00PI2100,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-406A STEAMTRAP,Issue Of Requisition For Inquiry,0.0000141,1410,10/22/2018 8:00:00 AM,11/2/2018 5:00:00 PM,,,,,,
PEP00PI2120,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-406A STEAMTRAP,Bid Received,0.0000141,1410,11/5/2018 8:00:00 AM,12/14/2018 5:00:00 PM,,,,,,
PEP00PI2140,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-406A STEAMTRAP,Bid Evaluation & TQ,0,0,11/26/2018 8:00:00 AM,1/4/2019 5:00:00 PM,,,,,,
PEP00PI2160,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-406A STEAMTRAP,TBA,0.0000094,940,1/7/2019 8:00:00 AM,1/25/2019 5:00:00 PM,,,,,,
PEP00PI2280,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-406A STEAMTRAP,Vendor Doc. Checking,0,0,4/8/2019 8:00:00 AM,5/10/2019 5:00:00 PM,,,,,,
PEP00PI2180,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-406A STEAMTRAP,Vendor Selection,0.0000047,470,1/28/2019 8:00:00 AM,2/1/2019 5:00:00 PM,,,,,,
PEP00PI2220,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-406A STEAMTRAP,Effecting Of Contract,0.0000376,3760,2/25/2019 8:00:00 AM,4/5/2019 5:00:00 PM,,,,,,
PEP00PI2240,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-406A STEAMTRAP,"Engineering , Manufacturing & Delivery",0.0003619,36190,4/8/2019 8:00:00 AM,9/12/2019 4:00:00 PM,,,,,,
PEP00PI2200,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-406A STEAMTRAP,P.O,0.0000282,2820,2/4/2019 8:00:00 AM,2/22/2019 5:00:00 PM,,,,,,
PEP00PI6280,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-406B STEAM TRAP,Issue Of Requisition For Inquiry,0.00000705,705,3/22/2019 8:00:00 AM,4/4/2019 5:00:00 PM,,,,,,
PEP00PI6300,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-406B STEAM TRAP,Bid Received,0.00000705,705,4/5/2019 8:00:00 AM,5/16/2019 5:00:00 PM,,,,,,
PEP00PI6320,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-406B STEAM TRAP,Bid Evaluation & TQ,0,0,4/26/2019 8:00:00 AM,6/6/2019 5:00:00 PM,,,,,,
PEP00PI6340,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-406B STEAM TRAP,TBA,0.0000047,470,6/7/2019 8:00:00 AM,6/27/2019 5:00:00 PM,,,,,,
PEP00PI6460,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-406B STEAM TRAP,Vendor Doc. Checking,0,0,9/6/2019 8:00:00 AM,10/9/2019 9:00:00 AM,,,,,,
PEP00PI6360,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-406B STEAM TRAP,Vendor Selection,0.00000235,235,6/28/2019 8:00:00 AM,7/4/2019 5:00:00 PM,,,,,,
PEP00PI6400,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-406B STEAM TRAP,Effecting Of Contract,0.0000188,1880,7/26/2019 8:00:00 AM,9/5/2019 5:00:00 PM,,,,,,
PEP00PI6420,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-406B STEAM TRAP,"Engineering , Manufacturing & Delivery",0.00018095,18095,9/6/2019 8:00:00 AM,2/13/2020 5:00:00 PM,,,,,,
PEP00PI6380,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-406B STEAM TRAP,P.O,0.0000141,1410,7/5/2019 8:00:00 AM,7/25/2019 5:00:00 PM,,,,,,
PEP00PI5620,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-403B GASKET,Issue Of Requisition For Inquiry,0.00000705,705,2/8/2019 8:00:00 AM,2/12/2019 5:00:00 PM,,,,,,
PEP00PI5640,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-403B GASKET,Bid Received,0.00000705,705,2/13/2019 8:00:00 AM,2/15/2019 5:00:00 PM,,,,,,
PEP00PI5660,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-403B GASKET,Bid Evaluation & TQ,0,0,3/6/2019 8:00:00 AM,3/12/2019 5:00:00 PM,,,,,,
PEP00PI5680,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-403B GASKET,TBA,0.0000047,470,3/13/2019 8:00:00 AM,3/19/2019 5:00:00 PM,,,,,,
PEP00PI5800,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-403B GASKET,Vendor Doc. Checking,0,0,4/11/2019 8:00:00 AM,5/3/2019 11:00:00 AM,,,,,,
PEP00PI5700,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-403B GASKET,Vendor Selection,0.00000235,235,3/20/2019 8:00:00 AM,3/20/2019 5:00:00 PM,,,,,,
PEP00PI5740,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-403B GASKET,Effecting Of Contract,0.0000188,1880,3/28/2019 8:00:00 AM,4/3/2019 5:00:00 PM,,,,,,
PEP00PI5760,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-403B GASKET,"Engineering , Manufacturing & Delivery",0.00018095,18095,4/4/2019 8:00:00 AM,6/26/2019 5:00:00 PM,,,,,,
PEP00PI5720,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-403B GASKET,P.O,0.0000141,1410,3/21/2019 8:00:00 AM,3/27/2019 5:00:00 PM,,,,,,
PEP00PI8920,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-418B HYDRANT,Issue Of Requisition For Inquiry,0.0000002,20,10/18/2019 8:00:00 AM,10/21/2019 5:00:00 PM,,,,,,
PEP00PI8940,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-418B HYDRANT,Bid Received,0.0000002,20,10/22/2019 8:00:00 AM,10/28/2019 5:00:00 PM,,,,,,
PEP00PI8960,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-418B HYDRANT,Bid Evaluation & TQ,0,0,11/12/2019 8:00:00 AM,11/20/2019 5:00:00 PM,,,,,,
PEP00PI8980,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-418B HYDRANT,TBA,0.00000012,12,11/21/2019 8:00:00 AM,11/27/2019 5:00:00 PM,,,,,,
PEP00PI9100,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-418B HYDRANT,Vendor Doc. Checking,0,0,12/13/2019 8:00:00 AM,12/26/2019 5:00:00 PM,,,,,,
PEP00PI9000,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-418B HYDRANT,Vendor Selection,0.00000008,8,11/28/2019 8:00:00 AM,11/29/2019 5:00:00 PM,,,,,,
PEP00PI9040,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-418B HYDRANT,Effecting Of Contract,0.0000004,40,12/9/2019 8:00:00 AM,12/12/2019 5:00:00 PM,,,,,,
PEP00PI9060,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-418B HYDRANT,"Engineering , Manufacturing & Delivery",0.0000037,370,12/13/2019 8:00:00 AM,1/23/2020 5:00:00 PM,,,,,,
PEP00PI9020,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-418B HYDRANT,P.O,0.0000003,30,12/2/2019 8:00:00 AM,12/6/2019 5:00:00 PM,,,,,,
PEP00PI5400,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-402B FLANGE,Issue Of Requisition For Inquiry,0.0000564,5640,2/8/2019 8:00:00 AM,2/21/2019 5:00:00 PM,,,,,,
PEP00PI5420,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-402B FLANGE,Bid Received,0.0000564,5640,2/22/2019 8:00:00 AM,3/7/2019 5:00:00 PM,,,,,,
PEP00PI5440,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-402B FLANGE,Bid Evaluation & TQ,0,0,3/15/2019 8:00:00 AM,3/28/2019 5:00:00 PM,,,,,,
PEP00PI5460,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-402B FLANGE,TBA,0.0000376,3760,3/29/2019 8:00:00 AM,4/4/2019 5:00:00 PM,,,,,,
PEP00PI5580,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-402B FLANGE,Vendor Doc. Checking,0,0,5/31/2019 8:00:00 AM,8/22/2019 5:00:00 PM,,,,,,
PEP00PI5480,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-402B FLANGE,Vendor Selection,0.0000188,1880,4/5/2019 8:00:00 AM,4/11/2019 5:00:00 PM,,,,,,
PEP00PI5520,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-402B FLANGE,Effecting Of Contract,0.0001504,15040,4/26/2019 8:00:00 AM,5/23/2019 5:00:00 PM,,,,,,
PEP00PI5540,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-402B FLANGE,"Engineering , Manufacturing & Delivery",0.0014476,144760,5/24/2019 8:00:00 AM,10/14/2019 12:00:00 PM,,,,,,
PEP00PI5500,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-402B FLANGE,P.O,0.0001128,11280,4/12/2019 8:00:00 AM,4/25/2019 5:00:00 PM,,,,,,
PEP00PI4960,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-419A  HOUSE BOX,Issue Of Requisition For Inquiry,0.0000002,20,9/6/2019 8:00:00 AM,9/9/2019 5:00:00 PM,,,,,,
PEP00PI4980,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-419A  HOUSE BOX,Bid Received,0.0000002,20,9/10/2019 8:00:00 AM,9/16/2019 5:00:00 PM,,,,,,
PEP00PI5000,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-419A  HOUSE BOX,Bid Evaluation & TQ,0,0,10/1/2019 8:00:00 AM,10/8/2019 5:00:00 PM,,,,,,
PEP00PI5020,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-419A  HOUSE BOX,TBA,0.00000012,12,10/9/2019 8:00:00 AM,10/15/2019 5:00:00 PM,,,,,,
PEP00PI5140,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-419A  HOUSE BOX,Vendor Doc. Checking,0,0,10/31/2019 8:00:00 AM,11/13/2019 5:00:00 PM,,,,,,
PEP00PI5040,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-419A  HOUSE BOX,Vendor Selection,0.00000008,8,10/16/2019 8:00:00 AM,10/17/2019 5:00:00 PM,,,,,,
PEP00PI5080,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-419A  HOUSE BOX,Effecting Of Contract,0.0000004,40,10/25/2019 8:00:00 AM,10/30/2019 5:00:00 PM,,,,,,
PEP00PI5100,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-419A  HOUSE BOX,"Engineering , Manufacturing & Delivery",0.0000037,370,10/31/2019 8:00:00 AM,12/16/2019 5:00:00 PM,,,,,,
PEP00PI5060,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-419A  HOUSE BOX,P.O,0.0000003,30,10/18/2019 8:00:00 AM,10/24/2019 5:00:00 PM,,,,,,
PEP00PI9140,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-419B HOUSEBOX,Issue Of Requisition For Inquiry,0.0000002,20,10/18/2019 8:00:00 AM,10/21/2019 5:00:00 PM,,,,,,
PEP00PI9160,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-419B HOUSEBOX,Bid Received,0.0000002,20,10/22/2019 8:00:00 AM,10/28/2019 5:00:00 PM,,,,,,
PEP00PI9180,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-419B HOUSEBOX,Bid Evaluation & TQ,0,0,11/12/2019 8:00:00 AM,11/19/2019 5:00:00 PM,,,,,,
PEP00PI9200,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-419B HOUSEBOX,TBA,0.00000012,12,11/20/2019 8:00:00 AM,11/26/2019 5:00:00 PM,,,,,,
PEP00PI9320,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-419B HOUSEBOX,Vendor Doc. Checking,0,0,12/12/2019 8:00:00 AM,12/25/2019 5:00:00 PM,,,,,,
PEP00PI9220,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-419B HOUSEBOX,Vendor Selection,0.00000008,8,11/27/2019 8:00:00 AM,11/28/2019 5:00:00 PM,,,,,,
PEP00PI9260,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-419B HOUSEBOX,Effecting Of Contract,0.0000004,40,12/6/2019 8:00:00 AM,12/11/2019 5:00:00 PM,,,,,,
PEP00PI9280,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-419B HOUSEBOX,"Engineering , Manufacturing & Delivery",0.0000037,370,12/12/2019 8:00:00 AM,1/28/2020 4:00:00 PM,,,,,,
PEP00PI9240,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-419B HOUSEBOX,P.O,0.0000003,30,11/29/2019 8:00:00 AM,12/5/2019 5:00:00 PM,,,,,,
PEP00PI4520,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-417A SAMPLE COOL,Issue Of Requisition For Inquiry,0.0000002,20,7/29/2019 8:00:00 AM,7/30/2019 5:00:00 PM,,,,,,
PEP00PI4540,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-417A SAMPLE COOL,Bid Received,0.0000002,20,7/31/2019 8:00:00 AM,8/6/2019 5:00:00 PM,,,,,,
PEP00PI4560,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-417A SAMPLE COOL,Bid Evaluation & TQ,0,0,8/21/2019 8:00:00 AM,8/27/2019 5:00:00 PM,,,,,,
PEP00PI4580,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-417A SAMPLE COOL,TBA,0.00000012,12,8/28/2019 8:00:00 AM,9/4/2019 5:00:00 PM,,,,,,
PEP00PI4700,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-417A SAMPLE COOL,Vendor Doc. Checking,0,0,9/30/2019 8:00:00 AM,10/25/2019 5:00:00 PM,,,,,,
PEP00PI4600,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-417A SAMPLE COOL,Vendor Selection,0.00000008,8,9/5/2019 8:00:00 AM,9/6/2019 5:00:00 PM,,,,,,
PEP00PI4640,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-417A SAMPLE COOL,Effecting Of Contract,0.0000004,40,9/16/2019 8:00:00 AM,9/20/2019 5:00:00 PM,,,,,,
PEP00PI4660,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-417A SAMPLE COOL,"Engineering , Manufacturing & Delivery",0.0000037,370,9/23/2019 8:00:00 AM,11/14/2019 5:00:00 PM,,,,,,
PEP00PI4620,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-417A SAMPLE COOL,P.O,0.0000003,30,9/9/2019 8:00:00 AM,9/13/2019 5:00:00 PM,,,,,,
PEP00PI9580,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-402C FLANGE,Issue Of Requisition For Inquiry,0,0,7/29/2019 8:00:00 AM,8/2/2019 5:00:00 PM,,,,,,
PEP00PI9600,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-402C FLANGE,Bid Received,0,0,8/5/2019 8:00:00 AM,8/23/2019 5:00:00 PM,,,,,,
PEP00PI9620,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-402C FLANGE,Bid Evaluation & TQ,0,0,8/26/2019 8:00:00 AM,9/6/2019 5:00:00 PM,,,,,,
PEP00PI9640,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-402C FLANGE,TBA,0,0,9/9/2019 8:00:00 AM,9/13/2019 5:00:00 PM,,,,,,
PEP00PI9760,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-402C FLANGE,Vendor Doc. Checking,0,0,10/22/2019 8:00:00 AM,11/18/2019 5:00:00 PM,,,,,,
PEP00PI9660,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-402C FLANGE,Vendor Selection,0,0,9/16/2019 8:00:00 AM,9/16/2019 5:00:00 PM,,,,,,
PEP00PI9700,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-402C FLANGE,Effecting Of Contract,0,0,9/24/2019 8:00:00 AM,10/14/2019 5:00:00 PM,,,,,,
PEP00PI9720,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-402C FLANGE,"Engineering , Manufacturing & Delivery",0,0,10/15/2019 8:00:00 AM,1/15/2020 5:00:00 PM,,,,,,
PEP00PI9680,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-402C FLANGE,P.O,0,0,9/17/2019 8:00:00 AM,9/23/2019 5:00:00 PM,,,,,,
PEP00PI8480,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-460B COATING,Issue Of Requisition For Inquiry,0.0000002,20,12/31/2018 8:00:00 AM,1/4/2019 5:00:00 PM,,,,,,
PEP00PI8500,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-460B COATING,Bid Received,0.0000002,20,1/7/2019 8:00:00 AM,1/11/2019 5:00:00 PM,,,,,,
PEP00PI8520,Not Started,1204-Project-13.Main Contract.Procurement Services.Piping.REQ-460B COATING,Bid Evaluation & TQ,0,0,1/28/2019 8:00:00 AM,2/1/2019 5:00:00 PM,,,,,,
